date,min,max,pm25,q1,q3,stdev,count
2020-01-17T00:00:00.000Z,6.91,96.92,35.94,21.78,52.73,22.131,174
2020-01-18T00:00:00.000Z,25.79,67.84,45.47,37.81,52.98,9.587,458
2020-01-19T00:00:00.000Z,5.14,85.66,18.45,11.31,26.75,14.731,466
2020-01-20T00:00:00.000Z,2.65,19.73,7.46,4.78,11.92,4.333,355
2020-01-21T00:00:00.000Z,7.36,44.62,11.17,10.16,27.79,10.937,456
2020-01-22T00:00:00.000Z,27.48,30.37,29.52,29.29,30.08,0.708,13
2020-01-23T00:00:00.000Z,17.01,98.88,70.84,52.02,80.94,16.522,84
2020-01-24T00:00:00.000Z,17.55,53.17,35.31,26.5,40.52,8.788,258
2020-01-25T00:00:00.000Z,6.05,47.5,29.83,17.02,36.67,11.203,296
2020-01-26T00:00:00.000Z,2.88,72.18,16.23,7.83,23.82,15.566,287
2020-01-27T00:00:00.000Z,3.54,47.63,20.07,16.09,26.93,11.232,249
2020-01-28T00:00:00.000Z,2.45,10.74,6.13,5.03,7.91,1.961,272
2020-01-29T00:00:00.000Z,5.52,39.82,9.46,8.07,14.32,9.099,310
2020-01-30T00:00:00.000Z,2.94,38.84,13.76,7.72,18.18,7.952,288
2020-01-31T00:00:00.000Z,7.25,36.22,14.23,11.65,19.69,5.498,283
2020-02-01T00:00:00.000Z,17.66,114.57,29.64,24.46,40.5,21.794,322
2020-02-02T00:00:00.000Z,2.12,58.58,14.42,7.45,22.72,15.082,310
2020-02-03T00:00:00.000Z,3.39,43.96,9.11,6.88,14.55,11.9,289
2020-02-04T00:00:00.000Z,0.65,45.74,9.25,2.52,29.81,14.399,251
2020-02-05T00:00:00.000Z,0.4,3.78,1.4,1,1.7,0.517,227
2020-02-06T00:00:00.000Z,0.52,29.16,1.85,1.55,2.4,4.875,233
2020-02-07T00:00:00.000Z,1.13,48.58,6.81,3.69,11.2,11.116,215
2020-02-08T00:00:00.000Z,3.42,52.6,10.21,8.68,28.38,15.301,196
2020-02-09T00:00:00.000Z,23.09,42.1,28.61,27.15,30.33,3.216,115
2020-02-11T00:00:00.000Z,20.82,38.11,25.38,23.18,31.12,5.082,38
2020-02-12T00:00:00.000Z,3.78,41.15,13.3,8.88,22.78,8.208,368
2020-02-13T00:00:00.000Z,1.76,39.61,11.32,6.8,15.83,9.099,372
2020-02-14T00:00:00.000Z,1.34,15.21,2.85,2.1,6.15,3.653,378
2020-02-15T00:00:00.000Z,0.6,43.03,4.78,2.7,8.15,7.594,327
2020-02-16T00:00:00.000Z,2.96,52.88,9.25,7.6,17.73,11.417,374
2020-02-17T00:00:00.000Z,1.98,52.9,13.68,8.02,24.44,11.33,345
2020-02-18T00:00:00.000Z,1.98,43.76,7.51,3.69,12.97,9.873,308
2020-02-19T00:00:00.000Z,3.89,43.96,17.66,9.18,23.28,7.648,447
2020-02-20T00:00:00.000Z,0.9,37.79,15.43,2.97,18.62,8.218,500
2020-02-21T00:00:00.000Z,1.67,39.11,7.62,3.77,17.57,10.211,420
2020-02-22T00:00:00.000Z,3.59,46.32,8.88,6.01,21.42,11.562,421
2020-02-23T00:00:00.000Z,3.72,33.97,15.65,9.46,21.23,8.041,448
2020-02-24T00:00:00.000Z,4.19,56.38,7.57,5.81,12.95,11.107,523
2020-02-25T00:00:00.000Z,1.48,43.34,10.74,4.32,14.91,8.43,453
2020-02-26T00:00:00.000Z,1.7,17.8,6.48,2.66,9.5,4.208,405
2020-02-27T00:00:00.000Z,0.79,11.2,3.96,2.5,4.84,1.791,548
2020-02-28T00:00:00.000Z,0.7,21.58,5.12,1.5,8.41,4.027,561
2020-02-29T00:00:00.000Z,1.5,18.84,3.95,2.76,5.22,2.822,570
2020-03-01T00:00:00.000Z,3.98,10.49,6.88,5.4,8.02,1.537,571
2020-03-02T00:00:00.000Z,2.45,8.66,4.76,3.8,5.68,1.349,482
2020-03-03T00:00:00.000Z,4.61,20.13,6.57,6,8.02,2.051,428
2020-03-04T00:00:00.000Z,0.66,34.67,5.03,2.99,6.56,4.542,579
2020-03-05T00:00:00.000Z,0.6,11.02,5.25,2.59,8.02,2.962,584
2020-03-06T00:00:00.000Z,1.25,15.36,6.08,4.8,7.13,2.354,590
2020-03-07T00:00:00.000Z,1,10.26,4.51,2.84,5.79,1.989,587
2020-03-08T00:00:00.000Z,1.1,25.26,4.9,2.58,7.78,4.072,582
2020-03-09T00:00:00.000Z,1.3,20.52,7.06,3.07,10.78,4.93,556
2020-03-10T00:00:00.000Z,1.95,162.5,13.81,3.79,22.12,15.011,583
2020-03-11T00:00:00.000Z,1.23,49.48,12.74,3.14,23.24,12.985,581
2020-03-12T00:00:00.000Z,2.62,60.36,9.1,3.55,22.58,14.498,505
2020-03-13T00:00:00.000Z,4.63,36.64,18.82,7.66,27.44,9.645,516
2020-03-14T00:00:00.000Z,6.77,40.82,17.34,14.47,23.19,7.507,537
2020-03-15T00:00:00.000Z,2.48,55.26,7.72,5.35,25.12,13.673,284
2020-03-16T00:00:00.000Z,3.26,47.52,6.16,4.05,18.64,12.977,563
2020-03-17T00:00:00.000Z,4.18,75.86,13.12,7.59,19.05,12.572,583
2020-03-18T00:00:00.000Z,5.62,88.36,16.51,10.72,29.62,17.636,482
2020-03-19T00:00:00.000Z,3.5,67.73,15.01,8.05,26.63,17.417,549
2020-03-20T00:00:00.000Z,3.3,67.7,19.82,6.07,39.22,18.237,469
2020-03-21T00:00:00.000Z,4.82,168.54,27.55,9.74,39.42,22.307,480
2020-03-22T00:00:00.000Z,5.54,65.78,20.53,9.14,33.28,16.597,447
2020-03-23T00:00:00.000Z,2.31,34.42,3.31,2.81,3.7,6.254,442
2020-03-24T00:00:00.000Z,1.42,6.35,3.62,2.58,4.3,1.076,414
2020-03-25T00:00:00.000Z,1.25,13.4,4.7,2.74,6.5,2.61,411
2020-03-26T00:00:00.000Z,2.14,22.08,6.98,5.2,8.88,2.91,427
2020-03-27T00:00:00.000Z,1.04,30.1,3.96,2.04,10.36,5.757,362
2020-03-28T00:00:00.000Z,2.24,33.63,15.82,4.7,26.54,11.114,175
2020-03-29T00:00:00.000Z,8.1,27.87,12.89,9.78,19.5,5.563,325
2020-03-30T00:00:00.000Z,4.4,48.8,15.53,8.02,21.49,8.551,138
2020-03-31T00:00:00.000Z,1.9,14.24,5.04,2.73,7.81,3.365,296
2020-04-01T00:00:00.000Z,1.9,22.92,3.81,2.8,6.82,4.962,186
2020-04-02T00:00:00.000Z,2.42,30.88,5.5,3.61,7.1,6.529,393
2020-04-03T00:00:00.000Z,3.6,65.45,8.78,5.63,11.27,7.609,444
2020-04-04T00:00:00.000Z,2.38,24.38,7.58,4.54,11.69,4.378,502
2020-04-05T00:00:00.000Z,4.3,19.64,7.65,6.53,9.48,2.487,531
2020-04-06T00:00:00.000Z,5.25,26.26,8.92,6.32,12.14,6.289,437
2020-04-07T00:00:00.000Z,5.6,43.84,10.31,8.72,13.48,8.487,430
2020-04-08T00:00:00.000Z,7.7,60.42,13.5,10.31,18.3,10.309,456
2020-04-09T00:00:00.000Z,7.08,53.02,16.86,9.64,30.18,11.579,435
2020-04-10T00:00:00.000Z,6.1,34.97,14.52,9.52,17.62,5.615,487
2020-04-11T00:00:00.000Z,10.85,32.92,19.82,17.16,23.22,4.715,153
2020-04-12T00:00:00.000Z,6.24,32.58,14.44,9.68,20.32,7.132,583
2020-04-13T00:00:00.000Z,8.09,38.97,14.28,9.99,22.02,7.332,576
2020-04-14T00:00:00.000Z,0.9,48.44,15.35,7.55,24.87,10.165,569
2020-04-15T00:00:00.000Z,1.64,14.96,3.02,2.48,4.8,3.486,519
2020-04-16T00:00:00.000Z,2.17,25.21,5.42,3.61,7.08,5.463,523
2020-04-17T00:00:00.000Z,2.29,20.41,5.65,3.44,11.06,4.678,574
2020-04-18T00:00:00.000Z,3.86,41.01,8.3,6.38,16.8,9.138,578
2020-04-19T00:00:00.000Z,4.78,50.1,11.25,7.57,13.01,5.046,562
2020-04-20T00:00:00.000Z,2.54,16.92,7.03,4.68,8.24,3.281,514
2020-04-21T00:00:00.000Z,0.95,9.77,3.63,2.42,4.94,1.485,379
2020-04-22T00:00:00.000Z,1.55,44,4.4,2.09,6.26,3.541,417
2020-04-23T00:00:00.000Z,0.48,15.18,5.41,2.02,7.37,3.37,472
2020-04-24T00:00:00.000Z,2.02,124.01,4.4,3.68,8.77,13.017,543
2020-04-25T00:00:00.000Z,1.42,20.61,9.61,3.25,14.83,5.637,509
2020-04-26T00:00:00.000Z,1.09,14.89,3.96,1.86,6.27,3.06,555
2020-04-27T00:00:00.000Z,2,16.69,4.75,2.7,6.71,3.242,532
2020-04-28T00:00:00.000Z,1.62,14.73,4.65,2.82,6.38,2.741,403
2020-04-29T00:00:00.000Z,1.3,10.44,4.15,2.9,5.4,1.984,507
2020-04-30T00:00:00.000Z,1.32,16.2,3.32,1.87,4.59,1.69,532
2020-05-01T00:00:00.000Z,1.37,12.18,2.72,2.37,3.24,0.944,538
2020-05-02T00:00:00.000Z,1.27,34.06,4.04,2.81,4.88,2.458,536
2020-05-03T00:00:00.000Z,1.12,42.27,2.59,1.88,3.63,2.882,569
2020-05-04T00:00:00.000Z,0.6,60.48,1.75,1.18,2.83,4.101,532
2020-05-05T00:00:00.000Z,0.76,54.11,2.94,1.3,4.26,3.712,500
2020-05-06T00:00:00.000Z,1.55,9.72,3.49,2.36,5.31,1.665,580
2020-05-07T00:00:00.000Z,0.85,20,2.06,1.58,3.06,1.975,383
2020-05-08T00:00:00.000Z,1.12,23.42,3.32,1.91,5.21,4.382,334
2020-05-09T00:00:00.000Z,1.1,33.13,4.13,2.4,5.96,6.196,336
2020-05-10T00:00:00.000Z,1.75,42.65,6.28,4.53,8.72,5.495,248
2020-05-11T00:00:00.000Z,0.98,8.8,4.22,3.28,5.04,1.492,358
2020-05-12T00:00:00.000Z,1.49,7.28,3.38,2.58,3.95,0.896,468
2020-05-13T00:00:00.000Z,1.27,8.86,3.54,2.46,6.25,2.001,468
2020-05-14T00:00:00.000Z,4.38,22.34,6.98,5.78,8.22,1.873,459
2020-05-15T00:00:00.000Z,0.8,16.6,2.88,1.53,7.75,3.632,527
2020-05-16T00:00:00.000Z,2.06,28.72,4.47,3.05,5.92,2.627,330
2020-05-17T00:00:00.000Z,3.84,21.04,6.46,5.16,7.18,1.473,541
2020-05-18T00:00:00.000Z,2.84,21.78,5.84,5.12,7.32,2.853,470
2020-05-19T00:00:00.000Z,1.6,14.6,3.72,2.27,6.1,2.126,522
2020-05-20T00:00:00.000Z,1.71,10.22,3.14,2.6,4.9,1.897,551
2020-05-21T00:00:00.000Z,0.7,40.9,2.02,1.4,2.48,3.006,515
2020-05-22T00:00:00.000Z,0.61,14.7,2.42,1.4,2.93,1.767,546
2020-05-23T00:00:00.000Z,0.7,10.38,2.92,1.6,3.8,1.894,514
2020-05-24T00:00:00.000Z,1.2,16.89,3,1.98,4.22,1.684,544
2020-05-25T00:00:00.000Z,0.65,8.19,2.08,1.5,4.09,1.591,549
2020-05-26T00:00:00.000Z,0.35,11.2,1.3,0.7,2.13,1.415,497
2020-05-27T00:00:00.000Z,0.28,6.22,1.05,0.68,1.52,1.036,521
2020-05-28T00:00:00.000Z,0.8,10.98,2.1,1.52,2.75,0.96,543
2020-05-29T00:00:00.000Z,1.42,13.6,3.2,2.78,3.97,1.361,395
2020-05-30T00:00:00.000Z,0.7,12.18,2.52,1.8,3.65,1.988,507
2020-05-31T00:00:00.000Z,1.1,28.12,2.97,2.25,3.4,1.533,500
2020-06-01T00:00:00.000Z,1.2,11.12,2.8,1.77,4.4,2.028,489
2020-06-02T00:00:00.000Z,0.9,8.98,2.54,1.6,3.8,1.806,522
2020-06-03T00:00:00.000Z,0.9,8.35,3.41,1.6,4.18,1.757,442
2020-06-04T00:00:00.000Z,0.6,17.17,2.2,1.55,5.32,3.908,535
2020-06-05T00:00:00.000Z,2.5,18.37,4.97,3.7,8.07,4.268,339
2020-06-06T00:00:00.000Z,1,58.6,3.1,1.98,4.87,3.898,472
2020-06-07T00:00:00.000Z,0.88,34,1.99,1.5,5.18,2.741,526
2020-06-08T00:00:00.000Z,0.77,7.4,2.58,2.09,3.1,1.025,520
2020-06-09T00:00:00.000Z,0.9,14,2.78,1.9,4.72,2.441,438
2020-06-10T00:00:00.000Z,0.85,7.57,2.45,1.6,3.3,1.03,477
2020-06-11T00:00:00.000Z,1.02,28.1,2.6,2.04,3.4,2.147,551
2020-06-12T00:00:00.000Z,0.6,11.85,1.6,1.17,2.36,2.39,568
2020-06-13T00:00:00.000Z,0.9,9.38,3.03,1.77,4.32,1.834,534
2020-06-14T00:00:00.000Z,1.65,7.43,2.67,2.29,3.89,1.375,332
2020-06-15T00:00:00.000Z,1.25,11.75,2.6,1.92,4.4,1.566,552
2020-06-16T00:00:00.000Z,0.35,7,2.1,1.5,3,1.27,499
2020-06-17T00:00:00.000Z,1.7,15.75,4.09,2.62,5.7,1.983,534
2020-06-18T00:00:00.000Z,0.9,8.44,3.07,2.27,4.5,1.806,496
2020-06-19T00:00:00.000Z,0.8,41.65,1.8,1.3,3.2,2.355,485
2020-06-20T00:00:00.000Z,0.25,33.04,2.89,1.1,4.01,2.355,520
2020-06-21T00:00:00.000Z,0.2,10.63,1.65,1.19,2.66,1.271,340
2020-06-22T00:00:00.000Z,0.4,7.32,1.2,0.8,1.62,0.639,448
2020-06-23T00:00:00.000Z,0.5,2.54,0.8,0.61,1.1,0.48,153
2020-06-24T00:00:00.000Z,0.77,8.07,1.9,1.36,2.46,1.362,580
2020-06-25T00:00:00.000Z,0.8,6.87,2.5,1.48,3.03,1.173,571
2020-06-26T00:00:00.000Z,0.8,8.52,2.5,1.54,4,1.711,565
2020-06-27T00:00:00.000Z,0.9,9.6,2.67,1.85,3.47,1.501,523
2020-06-28T00:00:00.000Z,1.14,7,2.7,1.89,3.39,1.151,453
2020-06-29T00:00:00.000Z,0.93,13.23,3.42,1.8,4.32,1.655,485
2020-06-30T00:00:00.000Z,1.8,9.68,3.25,2.78,4.84,1.292,469
2020-07-01T00:00:00.000Z,1.98,9.07,3.67,2.97,4.37,1.499,461
2020-07-02T00:00:00.000Z,1.85,10.8,4.09,3.14,6.15,2.125,452
2020-07-03T00:00:00.000Z,2.5,10.18,4.79,3.55,6.15,1.722,472
2020-07-04T00:00:00.000Z,0.93,10.7,4.65,2.97,5.53,2.011,499
2020-07-05T00:00:00.000Z,0.56,18.75,2,1.37,4.07,2.178,475
2020-07-06T00:00:00.000Z,1.14,4.59,2.17,1.87,2.6,0.635,283
2020-07-07T00:00:00.000Z,1.14,6.95,2.95,2.42,3.65,0.946,437
2020-07-08T00:00:00.000Z,1.5,11.6,3.35,2.7,3.87,1.565,443
2020-07-09T00:00:00.000Z,1.52,9.44,3.45,2.42,4.88,1.428,469
2020-07-10T00:00:00.000Z,1.23,7.3,2.65,2.1,3.22,1.012,427
2020-07-11T00:00:00.000Z,1.5,10.13,2.9,2.13,3.66,1.192,341
2020-07-12T00:00:00.000Z,1.8,10.85,3.5,2.97,4.53,1.156,388
2020-07-13T00:00:00.000Z,0.75,9.27,1.42,1.2,1.73,0.623,392
2020-07-14T00:00:00.000Z,0.7,5.65,1.8,1.3,2.29,0.871,442
2020-07-15T00:00:00.000Z,0.8,18.67,1.8,1.25,2.5,1.194,350
2020-07-16T00:00:00.000Z,1.02,14.65,2.1,1.8,3.69,1.654,329
2020-07-17T00:00:00.000Z,0.95,15.8,2.8,2.04,4.05,2.059,483
2020-07-18T00:00:00.000Z,0.2,6.62,1.5,0.8,2,1.049,451
2020-07-19T00:00:00.000Z,0.2,8.18,1.7,1,2.97,1.946,155
2020-07-20T00:00:00.000Z,0.5,5.62,2.1,1.52,3.49,1.136,176
2020-07-21T00:00:00.000Z,0.8,5.62,2.8,2.21,3.54,0.93,268
2020-07-22T00:00:00.000Z,1.67,16.52,3.2,2.65,3.87,1.787,271
2020-07-23T00:00:00.000Z,0.9,18.64,3.08,1.9,4.12,2.321,300
2020-07-24T00:00:00.000Z,1.5,117.32,3.1,2.27,3.75,9.767,385
2020-07-25T00:00:00.000Z,1.7,8.35,3.09,2.8,3.85,1.107,82
2020-07-26T00:00:00.000Z,0.56,22.05,1.8,1.27,2.35,2.325,432
2020-07-27T00:00:00.000Z,0.9,17.23,2.54,1.88,5.05,3.046,265
2020-07-28T00:00:00.000Z,1.37,14.2,2.54,2,4.09,1.654,421
2020-07-29T00:00:00.000Z,1.7,12.13,3.47,3.08,4.12,1.525,326
2020-07-30T00:00:00.000Z,1.7,18.92,3.5,2.67,5.2,1.706,382
2020-07-31T00:00:00.000Z,1.58,11.73,3.5,2.44,5.01,1.57,345
2020-08-01T00:00:00.000Z,2.33,11.7,4.43,3.3,5.34,1.491,353
2020-08-02T00:00:00.000Z,1.9,12.13,4.09,2.75,5.09,2.238,316
2020-08-03T00:00:00.000Z,2.15,7.85,4,3.23,4.7,1.028,348
2020-08-04T00:00:00.000Z,0.5,7.28,2.75,1.7,3.58,1.141,405
2020-08-05T00:00:00.000Z,0.6,5.6,1.5,1.14,2.17,0.735,403
2020-08-06T00:00:00.000Z,0.9,3.55,1.83,1.5,2.22,0.499,332
2020-08-07T00:00:00.000Z,2.25,18.6,3.65,3.1,5.14,1.788,424
2020-08-08T00:00:00.000Z,2.15,23.05,3.53,3,5.4,2.541,376
2020-08-09T00:00:00.000Z,2.45,26.33,4.9,3.85,8.02,2.514,447
2020-08-10T00:00:00.000Z,3.67,13.9,5.4,4.65,6.71,2.001,412
2020-08-11T00:00:00.000Z,3.2,14.05,6.07,4.98,7.56,2.029,445
2020-08-12T00:00:00.000Z,1.95,17.32,4.59,3.2,6.9,2.052,437
2020-08-13T00:00:00.000Z,2.1,14.05,4.25,3.22,5.68,1.648,461
2020-08-14T00:00:00.000Z,2.58,15.65,6.85,3.61,10.14,3.49,401
2020-08-15T00:00:00.000Z,2.92,46.35,7.23,4.37,11.07,6.588,470
2020-08-16T00:00:00.000Z,2.37,11.8,4.88,3.4,5.85,1.532,442
2020-08-17T00:00:00.000Z,2.62,9.07,4.9,4.11,6.2,1.527,461
2020-08-18T00:00:00.000Z,2,10.63,3.6,2.8,6.15,2.076,441
2020-08-19T00:00:00.000Z,0.68,18.77,2.5,1.2,3.7,1.996,434
2020-08-20T00:00:00.000Z,0.93,35.7,2.4,1.77,3,2.173,457
2020-08-21T00:00:00.000Z,1.8,6.85,2.78,2.58,3.16,0.579,132
2020-08-22T00:00:00.000Z,0.37,37.28,1.4,0.7,2.72,7.853,175
2020-08-23T00:00:00.000Z,1.5,21.12,3.45,2.44,6.15,2.435,412
2020-08-24T00:00:00.000Z,2.42,11.93,5.36,3.34,6.65,1.78,352
2020-08-25T00:00:00.000Z,1.17,12.13,2.87,2.12,4.9,1.82,391
2020-08-26T00:00:00.000Z,1.33,30.35,3.17,1.92,4.3,2.155,399
2020-08-27T00:00:00.000Z,1.33,57.75,3.03,2.25,4.57,3.041,467
2020-08-28T00:00:00.000Z,0.8,13.38,3.3,1.62,4.34,2.035,401
2020-08-29T00:00:00.000Z,1.37,16.57,2.8,2.27,4.11,2.923,425
2020-08-30T00:00:00.000Z,1.6,55.28,4.18,3.05,5.4,9.997,397
2020-08-31T00:00:00.000Z,0.5,24.17,2.33,1.48,3.03,2.297,386
2020-09-01T00:00:00.000Z,0.3,2.9,1.1,0.7,1.49,0.497,357
2020-09-02T00:00:00.000Z,0.5,6.72,1.37,1,2.1,1.095,456
2020-09-03T00:00:00.000Z,0.5,8.25,1.57,0.9,2.45,1.177,466
2020-09-04T00:00:00.000Z,0.6,10.45,2.12,1.37,4.12,1.882,475
2020-09-05T00:00:00.000Z,0.5,18.89,1.76,1.2,2.75,2.954,468
2020-09-06T00:00:00.000Z,0.5,15.25,2.1,1.1,4.05,2.768,435
2020-09-07T00:00:00.000Z,0.56,6.9,1.77,1.1,2.7,1.257,407
2020-09-08T00:00:00.000Z,1.45,5.35,2.2,2,2.7,0.822,367
2020-09-09T00:00:00.000Z,2.65,14.63,5.18,4.5,5.75,1.591,385
2020-09-10T00:00:00.000Z,3.3,15,7.49,4.84,8.8,2.15,320
2020-09-11T00:00:00.000Z,2.95,10.38,5.75,4.9,6.98,1.352,293
2020-09-12T00:00:00.000Z,2.7,21.48,5.3,3.6,8.3,2.708,276
2020-09-13T00:00:00.000Z,3.53,14.77,8,6.93,9.55,1.936,329
2020-09-14T00:00:00.000Z,5.07,15.73,8.3,6.96,9.9,1.828,244
2020-09-15T00:00:00.000Z,3.9,9.9,5.82,4.84,7.6,1.662,149
2020-09-18T00:00:00.000Z,6.07,15.48,8.85,8.02,12.77,2.459,119
2020-09-19T00:00:00.000Z,6.15,20.6,9.55,8.96,11.12,3.674,313
2020-09-20T00:00:00.000Z,4.59,22.17,13.23,10.13,16.14,4.386,239
2020-09-21T00:00:00.000Z,1.5,31.87,9.53,7.15,21.58,9.038,226
2020-09-22T00:00:00.000Z,1,11.63,4.59,2.9,6.4,2.391,343
2020-09-23T00:00:00.000Z,1.14,9.25,3.8,2.69,5.37,1.535,453
2020-09-24T00:00:00.000Z,2.2,9.3,4.3,2.97,5.4,1.321,459
2020-09-25T00:00:00.000Z,1.6,13.43,4.05,3.2,7.35,2.831,351
2020-09-26T00:00:00.000Z,0.62,6.2,1.8,1.33,2.25,0.998,241
2020-09-27T00:00:00.000Z,0.47,4.34,2.1,1.75,2.54,0.79,226
2020-09-28T00:00:00.000Z,0.55,20.07,1.34,0.9,2.12,2.574,268
2020-09-29T00:00:00.000Z,0.56,49.85,1.65,1.2,3.03,3.243,261
2020-09-30T00:00:00.000Z,1.23,30.67,2.04,1.7,2.52,5.021,394
2020-10-01T00:00:00.000Z,1.65,20.7,2.87,2.47,4.92,3.567,301
2020-10-02T00:00:00.000Z,1.92,10.68,5.01,4.05,6.17,1.644,260
2020-10-03T00:00:00.000Z,1,7.55,3.3,2.34,4.4,1.468,249
2020-10-04T00:00:00.000Z,0.8,4.25,1.6,1.4,1.83,0.491,314
2020-10-05T00:00:00.000Z,0.95,9.35,2.72,1.67,4.32,1.673,303
2020-10-06T00:00:00.000Z,0.9,7.7,1.77,1.4,2.6,1.553,339
2020-10-07T00:00:00.000Z,1.35,8.05,3.51,2.74,4.9,1.358,332
2020-10-08T00:00:00.000Z,0.3,14.85,2.25,1.17,3.72,1.618,287
2020-10-09T00:00:00.000Z,0.8,12.88,2.2,1.6,8.85,3.788,254
2020-10-10T00:00:00.000Z,1.3,17.37,4.09,2.6,6,2.856,382
2020-10-11T00:00:00.000Z,2.37,21.67,5.05,4.25,5.84,1.82,281
2020-10-12T00:00:00.000Z,0.93,10.52,3.04,2.17,5.4,2.215,322
2020-10-13T00:00:00.000Z,0.7,10.38,3.2,1.5,4.32,1.946,388
2020-10-14T00:00:00.000Z,0.8,7.85,4.01,3.08,5,1.342,398
2020-10-15T00:00:00.000Z,0.75,8.07,2.37,1.75,3.24,1.521,361
2020-10-16T00:00:00.000Z,1.4,13.98,2.9,2.12,6.25,2.989,415
2020-10-17T00:00:00.000Z,1,20.8,4.3,1.87,7.3,5.395,418
2020-10-18T00:00:00.000Z,0.7,34.29,2.95,1.7,5.85,4.258,427
2020-10-19T00:00:00.000Z,0.7,26.27,3.6,1.99,6.04,4.913,428
2020-10-20T00:00:00.000Z,1.1,40.2,2.95,1.89,6.76,6.109,440
2020-10-21T00:00:00.000Z,1.23,14.73,5.71,2.82,8.32,3.186,392
2020-10-22T00:00:00.000Z,1.3,51.77,3.94,2.34,6.07,9.199,312
2020-10-23T00:00:00.000Z,2.4,38.54,4.8,3.47,18.44,9.983,269
2020-10-24T00:00:00.000Z,1.52,29.2,10.5,3.18,13.44,6.947,361
2020-10-25T00:00:00.000Z,1.6,25.25,4.47,2.39,9.28,5.299,253
2020-10-26T00:00:00.000Z,0.88,7.15,3.5,2.31,4.37,1.367,461
2020-10-27T00:00:00.000Z,2,13.75,3.2,2.8,3.9,1.512,332
2020-10-28T00:00:00.000Z,1,23.2,2.67,1.73,3.83,1.987,198
2020-10-29T00:00:00.000Z,1.4,32.13,6.24,4.58,17.43,8.971,40
2020-10-30T00:00:00.000Z,1.6,45.58,4.88,3.15,27.95,13.343,325
2020-10-31T00:00:00.000Z,2.1,39.95,10.15,6.82,17,8.178,371
2020-11-01T00:00:00.000Z,4.47,41.67,9.15,7.19,12.57,6.771,297
