date,min,max,pm25,q1,q3,stdev,count
2020-03-24T00:00:00.000Z,2.34,6.87,4.21,3.04,4.79,0.941,443
2020-03-25T00:00:00.000Z,1.57,11.02,2.74,2.44,3.42,1.543,427
2020-03-26T00:00:00.000Z,1.5,18.75,3.9,2.67,7.08,2.72,424
2020-03-27T00:00:00.000Z,1,18.8,3.45,2.1,5.35,2.542,363
2020-03-28T00:00:00.000Z,3.1,27.98,9.71,4.62,17.04,6.632,178
2020-03-29T00:00:00.000Z,8.27,25.7,11.85,10.11,15.85,4.142,321
2020-03-30T00:00:00.000Z,4.8,24.12,11.91,6.47,15.34,5.205,132
2020-03-31T00:00:00.000Z,2.29,16.98,4.24,2.98,11.94,4.569,312
2020-04-01T00:00:00.000Z,2.6,8.6,3.83,3.25,5.42,1.38,181
2020-04-02T00:00:00.000Z,2.76,25.85,6.43,4.21,8.36,4.991,404
2020-04-03T00:00:00.000Z,4.59,25,9.42,6.02,11.98,4.069,424
2020-04-04T00:00:00.000Z,3.95,17.55,6.65,5.41,8.75,3.155,506
2020-04-05T00:00:00.000Z,4.62,18.8,7.61,6.64,8.84,1.84,529
2020-04-06T00:00:00.000Z,5.82,23.3,8.66,7.34,10.34,2.841,501
2020-04-07T00:00:00.000Z,7.04,28.2,12.62,9.61,15.02,4.027,437
2020-04-08T00:00:00.000Z,10.07,38.22,16.82,12.51,25.14,7.498,451
2020-04-09T00:00:00.000Z,8.52,42.02,21.62,11.58,31.45,10.351,441
2020-04-10T00:00:00.000Z,6.53,38.04,14.36,11.35,21.8,6.666,505
2020-04-11T00:00:00.000Z,9.19,25.06,16.63,15.11,21.34,3.921,148
2020-04-12T00:00:00.000Z,6.89,47.38,14.53,11.09,18.05,6.371,592
2020-04-13T00:00:00.000Z,7.78,39.24,15.4,10.74,22.81,8.539,585
2020-04-14T00:00:00.000Z,2,26.92,13.63,7.88,18.05,6.545,571
2020-04-15T00:00:00.000Z,1.6,17.92,2.85,2.31,4.05,2.619,520
2020-04-16T00:00:00.000Z,2.38,15.5,5.99,3.59,6.85,2.665,520
2020-04-17T00:00:00.000Z,2.46,19.8,7,4.12,9.09,3.47,572
2020-04-18T00:00:00.000Z,3.88,19.52,7.65,6.1,12.46,3.951,582
2020-04-19T00:00:00.000Z,5.5,13.34,8.44,7.16,9.82,1.857,569
2020-04-20T00:00:00.000Z,2.45,16.82,6.82,5.33,8.19,2.971,521
2020-04-21T00:00:00.000Z,1,12.86,3.81,2.76,5.07,1.608,379
2020-04-22T00:00:00.000Z,1.36,12.62,4.66,2.13,6.35,2.729,419
2020-04-23T00:00:00.000Z,1.5,19.02,3.33,2.42,4.53,3.1,474
2020-04-24T00:00:00.000Z,3.1,21.54,7.29,5,9.56,4.579,541
2020-04-25T00:00:00.000Z,1.41,30.75,7.57,3.32,19.36,8.739,513
2020-04-26T00:00:00.000Z,1.5,14.7,3.78,2.16,6.62,3.024,559
2020-04-27T00:00:00.000Z,2.54,19.42,5.38,3.32,7.59,4.056,536
2020-04-28T00:00:00.000Z,2.54,11.26,5.31,3.59,7.12,2.417,415
2020-04-29T00:00:00.000Z,1.88,14.02,4.09,3.34,5.9,1.746,522
2020-04-30T00:00:00.000Z,1.35,8.98,2.83,2.12,4.44,1.366,531
2020-05-01T00:00:00.000Z,1.64,41.55,3.58,2.96,4.12,3.26,549
2020-05-02T00:00:00.000Z,1.75,7.96,3.82,2.93,4.54,1.06,546
2020-05-03T00:00:00.000Z,1.14,6.28,2.61,1.9,3.75,1.042,574
2020-05-04T00:00:00.000Z,0.9,8.34,1.6,1.31,2.37,1.331,534
2020-05-05T00:00:00.000Z,1,9.3,3.35,1.54,4.04,1.561,500
2020-05-06T00:00:00.000Z,1.81,10.26,3.46,2.52,4.9,1.399,585
2020-05-07T00:00:00.000Z,1.25,5.36,1.9,1.64,2.62,0.881,390
2020-05-08T00:00:00.000Z,1.38,32.38,3.66,2.44,4.55,2.596,349
2020-05-09T00:00:00.000Z,1.5,11.28,4.59,2.38,5.26,1.848,337
2020-05-10T00:00:00.000Z,2.84,18.6,7.19,4.51,10.68,4.348,246
2020-05-11T00:00:00.000Z,1.42,5.93,4.32,3.62,4.68,1.167,357
2020-05-12T00:00:00.000Z,1.71,8.53,3.72,2.8,4.43,1.067,459
2020-05-13T00:00:00.000Z,2.09,10.17,3.86,3.24,6.69,2.009,464
2020-05-14T00:00:00.000Z,4.2,12.37,7.09,6.52,7.72,1.3,466
2020-05-15T00:00:00.000Z,1.1,29.45,2.41,1.72,4.26,3.901,524
2020-05-16T00:00:00.000Z,1.9,7.18,4.08,2.82,4.78,1.164,329
2020-05-17T00:00:00.000Z,3.94,11.06,6.51,5.88,7.22,1.056,536
2020-05-18T00:00:00.000Z,4.16,12.79,6.14,5.48,6.94,1.309,470
2020-05-19T00:00:00.000Z,1.6,10.18,3.85,2.8,5.09,1.612,526
2020-05-20T00:00:00.000Z,1.67,9.4,3.12,2.6,4.12,1.237,555
2020-05-21T00:00:00.000Z,1.35,4.66,2.17,1.8,2.44,0.502,516
2020-05-22T00:00:00.000Z,1.06,9.43,2.17,1.8,2.71,0.965,552
2020-05-23T00:00:00.000Z,1,10.77,3.58,2.52,4.22,1.314,514
2020-05-24T00:00:00.000Z,1.55,27.98,3.35,2.5,4.05,1.706,545
2020-05-25T00:00:00.000Z,1.35,13.35,3.05,2.33,4.34,1.59,546
2020-05-26T00:00:00.000Z,0.56,5.22,1.85,1.12,2.72,1.02,492
2020-05-27T00:00:00.000Z,0.56,3.87,1.5,1.1,1.8,0.551,518
2020-05-28T00:00:00.000Z,1.37,5.32,2.1,1.8,2.62,0.612,546
2020-05-29T00:00:00.000Z,1.67,21.92,4.05,3.42,5.21,2.12,545
2020-05-30T00:00:00.000Z,1.9,21.58,4.3,2.97,6.15,2.621,564
2020-05-31T00:00:00.000Z,2.08,24.63,3.79,2.9,4.7,1.431,490
2020-06-01T00:00:00.000Z,1.4,14.9,3.12,2.27,4.03,1.716,494
2020-06-02T00:00:00.000Z,1.08,19.98,2.89,2.33,4.43,1.856,536
2020-06-03T00:00:00.000Z,1.6,9.3,3.17,2.5,3.9,1.031,447
2020-06-04T00:00:00.000Z,1.6,7.5,2.8,2.37,3.25,0.919,540
2020-06-05T00:00:00.000Z,2.87,21.67,4.95,4.18,7.18,2.59,446
2020-06-06T00:00:00.000Z,1.42,11.18,3.28,2.45,4.75,1.778,490
2020-06-07T00:00:00.000Z,1.5,7.97,2.83,2.2,4.65,1.411,546
2020-06-08T00:00:00.000Z,1.2,7.32,3.17,2.35,4.18,1.145,540
2020-06-09T00:00:00.000Z,1.58,12.93,3.2,2.58,3.8,1.446,499
2020-06-10T00:00:00.000Z,1.17,8.75,2.92,2.25,3.5,0.934,537
2020-06-11T00:00:00.000Z,1.52,40.75,3.2,2.6,4.48,3.134,564
2020-06-12T00:00:00.000Z,1.1,12.13,2.54,1.8,3.15,1.267,579
2020-06-13T00:00:00.000Z,1.58,8.6,3.45,2.25,4.42,1.344,553
2020-06-14T00:00:00.000Z,1.9,8.38,3.17,2.67,4.18,1.305,339
2020-06-15T00:00:00.000Z,1.5,8.68,3.08,2.37,4.8,1.423,567
2020-06-16T00:00:00.000Z,0.88,9.85,2.9,1.92,4,1.377,571
2020-06-17T00:00:00.000Z,2.17,13.03,4.61,3.37,5.54,1.537,544
2020-06-18T00:00:00.000Z,1.25,159.02,3.4,2.6,4.53,7.119,498
2020-06-19T00:00:00.000Z,0.98,13.2,2.44,1.73,4,1.842,486
2020-06-20T00:00:00.000Z,0.5,11.45,2.7,1.49,4.03,1.746,585
2020-06-21T00:00:00.000Z,0.7,11.6,1.7,1.27,2.29,0.867,587
2020-06-22T00:00:00.000Z,0.8,3.92,1.6,1.3,1.9,0.429,554
2020-06-23T00:00:00.000Z,1.3,4.65,1.9,1.62,2.37,0.534,572
2020-06-24T00:00:00.000Z,1.33,13.3,2.65,2.25,3.03,1.018,587
2020-06-25T00:00:00.000Z,1.3,15.18,3.58,2.17,4.3,1.341,573
2020-06-26T00:00:00.000Z,1.3,9.19,3.15,2.37,4.59,1.366,563
2020-06-27T00:00:00.000Z,1.7,10.8,3.42,2.7,4.22,1.377,517
2020-06-28T00:00:00.000Z,1.7,11.7,3.3,2.78,3.9,1.129,446
2020-06-29T00:00:00.000Z,1.5,10.05,3.91,2.78,4.78,1.367,486
2020-06-30T00:00:00.000Z,2.45,6.93,3.92,3.33,4.62,0.9,462
2020-07-01T00:00:00.000Z,2.95,9.44,4.5,3.94,5.05,0.906,465
2020-07-02T00:00:00.000Z,2.62,13.27,4.9,3.87,7.03,1.914,458
2020-07-03T00:00:00.000Z,3.4,14.52,6.05,4.93,7.05,1.453,471
2020-07-04T00:00:00.000Z,1.75,8.69,4.3,3.53,6.53,1.69,495
2020-07-05T00:00:00.000Z,1.1,4.95,1.9,1.65,2.22,0.675,474
2020-07-06T00:00:00.000Z,1.48,7.93,2.47,1.83,3.12,0.857,285
2020-07-07T00:00:00.000Z,1.92,21.23,3.3,2.9,3.75,1.263,427
2020-07-08T00:00:00.000Z,1.6,110.15,3.7,2.4,4.32,5.329,444
2020-07-09T00:00:00.000Z,2.15,10.8,4.05,3.3,5.57,1.492,470
2020-07-10T00:00:00.000Z,1.87,8.23,3.2,2.62,4,1.03,430
2020-07-11T00:00:00.000Z,1.8,8.23,3.3,2.83,4.03,0.9,338
2020-07-12T00:00:00.000Z,2.5,11.57,4.03,3.45,4.59,1.006,388
2020-07-13T00:00:00.000Z,1.1,33.29,1.9,1.49,2.37,2.156,389
2020-07-14T00:00:00.000Z,1.1,6.95,2.27,1.79,2.8,0.857,437
2020-07-15T00:00:00.000Z,1.3,29.5,2.49,1.9,3.12,1.891,354
2020-07-16T00:00:00.000Z,1.87,5.62,3.15,2.71,4,0.832,328
2020-07-17T00:00:00.000Z,1.75,11.7,3.57,2.95,4.37,1.045,494
2020-07-18T00:00:00.000Z,0.7,7.93,1.85,1.5,2.24,0.874,452
2020-07-19T00:00:00.000Z,0.4,7.93,1,0.9,1.1,0.695,152
2020-07-20T00:00:00.000Z,1.1,7.22,4.03,2.06,4.84,1.52,173
2020-07-21T00:00:00.000Z,1.6,8.44,4.2,3.1,4.96,1.35,261
2020-07-22T00:00:00.000Z,2.58,12.18,4.09,3.42,4.8,1.397,276
2020-07-23T00:00:00.000Z,1.85,36.45,3.7,2.57,4.79,2.278,301
2020-07-24T00:00:00.000Z,1.87,8.93,3.35,2.57,4.84,1.587,388
2020-07-25T00:00:00.000Z,1.3,4.57,2.87,1.73,3.2,0.776,82
2020-07-26T00:00:00.000Z,0.9,10.65,2,1.55,2.75,1.352,447
2020-07-27T00:00:00.000Z,1.7,29.85,3.12,2.65,3.9,2.087,278
2020-07-28T00:00:00.000Z,1.67,7.72,3.3,2.67,3.94,1.014,425
2020-07-29T00:00:00.000Z,2.15,11.2,4.73,4,5.3,1.264,328
2020-07-30T00:00:00.000Z,2.29,14.43,4.65,3.42,5.55,1.569,366
2020-07-31T00:00:00.000Z,1.95,8.55,4.05,3.2,5.09,1.169,359
2020-08-01T00:00:00.000Z,2.8,20.39,5.37,4.59,5.97,2.123,357
2020-08-02T00:00:00.000Z,2.95,15.73,5.5,4.62,6.43,1.957,330
2020-08-03T00:00:00.000Z,3.22,8.55,4.62,4.09,5.65,1.059,356
2020-08-04T00:00:00.000Z,0.75,8.15,2.97,1.8,3.74,1.314,397
2020-08-05T00:00:00.000Z,0.88,9.63,1.6,1.4,2.2,0.844,419
2020-08-06T00:00:00.000Z,0.73,20.39,2.6,2,3.2,1.601,339
2020-08-07T00:00:00.000Z,3,15.98,5.17,4.23,5.87,1.665,432
2020-08-08T00:00:00.000Z,3.7,10.93,5.07,4.59,5.57,0.804,385
2020-08-09T00:00:00.000Z,3.8,22.27,6.18,5.37,8.93,2.794,430
2020-08-10T00:00:00.000Z,5.25,47.15,7.75,6.8,9.44,3.234,423
2020-08-11T00:00:00.000Z,4,19.35,8.11,5.93,10.25,3.448,442
2020-08-12T00:00:00.000Z,2.78,66.68,5.89,4.3,7.82,3.494,464
2020-08-13T00:00:00.000Z,3.55,15.43,6,4.78,6.9,1.424,446
2020-08-14T00:00:00.000Z,3.95,26.48,7.9,5.86,9.44,2.353,397
2020-08-15T00:00:00.000Z,3.9,27.85,9.74,6.8,13.03,3.972,460
2020-08-16T00:00:00.000Z,3.4,28.3,6.53,5.37,7.71,2.391,469
2020-08-17T00:00:00.000Z,3.47,10.3,6.43,5.22,7.68,1.465,459
2020-08-18T00:00:00.000Z,2.54,13.23,4.93,3.72,7.87,2.124,439
2020-08-19T00:00:00.000Z,1.14,7.85,2.97,1.85,4,1.202,434
2020-08-20T00:00:00.000Z,1.5,15.68,3.2,2.7,3.8,1.364,461
2020-08-21T00:00:00.000Z,1.3,20.14,3.64,2.87,4.97,2.111,454
2020-08-22T00:00:00.000Z,0.8,7.43,2.54,1.9,3.35,1.074,409
2020-08-23T00:00:00.000Z,2.52,7.87,4.95,3.53,5.95,1.302,386
2020-08-24T00:00:00.000Z,2.35,7.57,4.43,3.47,5.81,1.309,337
2020-08-25T00:00:00.000Z,2,11.07,3.35,2.67,4.84,1.292,373
2020-08-26T00:00:00.000Z,1.73,19.62,3.7,2.92,5,1.941,391
2020-08-27T00:00:00.000Z,1.9,14.35,3.64,3.1,4.32,1.227,456
2020-08-28T00:00:00.000Z,1.3,11.48,3.4,2.33,4.26,1.501,404
2020-08-29T00:00:00.000Z,1.8,9,3.08,2.7,3.91,0.95,408
2020-08-30T00:00:00.000Z,2.17,8.19,3.92,3.1,5.28,1.327,399
2020-08-31T00:00:00.000Z,0.62,8.88,2.9,2.15,3.4,0.936,388
2020-09-01T00:00:00.000Z,0.68,10.05,1.58,1.23,2.02,1.059,344
2020-09-02T00:00:00.000Z,1.05,9.27,2.17,1.7,2.9,0.932,466
2020-09-03T00:00:00.000Z,0.95,7.22,2.75,1.7,3.65,1.183,469
2020-09-04T00:00:00.000Z,1.05,12.2,2.5,2.1,3.12,1.174,483
2020-09-05T00:00:00.000Z,0.93,12.07,3.15,2.44,4.54,1.432,476
2020-09-06T00:00:00.000Z,0.88,9.38,3.17,1.98,5.09,1.812,471
2020-09-07T00:00:00.000Z,1,13.82,3.1,2.04,4.13,2.288,444
2020-09-08T00:00:00.000Z,2,10,3.17,2.8,3.78,1.278,378
2020-09-09T00:00:00.000Z,3.28,19,6.5,5.72,7.4,1.699,402
2020-09-10T00:00:00.000Z,4.45,60.9,7.1,6.07,9.24,4.439,337
2020-09-11T00:00:00.000Z,4.65,13.7,7.4,6.6,8.07,1.1,312
2020-09-12T00:00:00.000Z,3.5,15.75,6.81,5.21,8.19,1.816,296
2020-09-13T00:00:00.000Z,7.5,20.95,9.6,8.9,10.32,1.291,361
2020-09-14T00:00:00.000Z,7.1,29.67,10.1,9.43,11.05,2.129,286
2020-09-15T00:00:00.000Z,5.5,20.37,9.65,7.52,11.06,2.556,245
2020-09-16T00:00:00.000Z,6.3,9.55,6.97,6.78,7.09,0.61,36
2020-09-17T00:00:00.000Z,6.7,22.77,10,9.13,10.7,1.823,151
2020-09-18T00:00:00.000Z,7.7,19.98,9.57,8.93,10.82,1.543,331
2020-09-19T00:00:00.000Z,7.78,29.4,10.45,9.1,11.95,3.965,315
2020-09-20T00:00:00.000Z,8.27,27.73,15.04,11.65,18.82,4.121,236
2020-09-21T00:00:00.000Z,3.35,25.45,10.85,6.65,20.3,7.088,221
2020-09-22T00:00:00.000Z,2.08,14.27,4,3.2,5.24,1.878,340
2020-09-23T00:00:00.000Z,1.4,16.62,3.97,3,4.93,1.77,451
2020-09-24T00:00:00.000Z,2.9,16.73,5.4,4.37,6.55,1.635,465
2020-09-25T00:00:00.000Z,2,13.7,4.43,3.14,7.03,2.143,349
2020-09-26T00:00:00.000Z,1.1,5.82,2.65,2.1,3.26,0.87,281
2020-09-27T00:00:00.000Z,0.8,8.32,2.12,1.73,2.5,1.247,227
2020-09-28T00:00:00.000Z,0.85,8.57,2.5,1.52,3.86,1.808,273
2020-09-29T00:00:00.000Z,0.9,7.53,2.62,1.85,4.44,1.693,260
2020-09-30T00:00:00.000Z,1.7,10.1,3.42,2.83,4.15,2.053,391
2020-10-01T00:00:00.000Z,1.83,36,4.78,3.7,6.49,2.791,296
2020-10-02T00:00:00.000Z,2.6,18.95,4.62,3.6,6.37,3.098,258
2020-10-03T00:00:00.000Z,1.2,8.19,3.3,2.58,4.18,1.486,250
2020-10-04T00:00:00.000Z,1.1,20.05,2.2,1.8,3.03,3.361,315
2020-10-05T00:00:00.000Z,1.3,17.73,3.29,1.92,4.46,1.973,320
2020-10-06T00:00:00.000Z,1.3,6.75,2.45,1.95,3.18,0.941,333
2020-10-07T00:00:00.000Z,1.7,6.95,3.83,2.89,4.67,1.176,329
2020-10-08T00:00:00.000Z,0.5,7.12,2.27,1.67,3.1,1.471,316
2020-10-09T00:00:00.000Z,1.5,14.05,3.05,2.5,4.87,3.264,341
2020-10-10T00:00:00.000Z,1.73,20.2,6.6,4.55,10.65,3.838,410
2020-10-11T00:00:00.000Z,2.47,10.57,5.22,3.9,6.15,1.563,431
2020-10-12T00:00:00.000Z,1.52,16.55,3.3,2.54,4.05,1.457,339
2020-10-13T00:00:00.000Z,1.1,11.6,2.4,1.87,3.45,1.779,402
2020-10-14T00:00:00.000Z,1.23,12.05,2.9,2.35,3.8,1.509,383
2020-10-15T00:00:00.000Z,1,9.68,2.66,1.87,3.53,1.867,390
2020-10-16T00:00:00.000Z,1.45,14.02,3.33,2.27,5.22,2.021,421
2020-10-17T00:00:00.000Z,1.45,180.8,3.89,2.57,6.25,10.13,404
2020-10-18T00:00:00.000Z,1.25,15.82,4.8,2.35,6.03,3.204,422
2020-10-19T00:00:00.000Z,1.5,17.82,5.9,3.18,8.25,4.386,425
2020-10-20T00:00:00.000Z,1.7,22.15,6.15,3.72,9.4,5.764,447
2020-10-21T00:00:00.000Z,2,18.27,8.05,4.59,10.7,3.496,431
2020-10-22T00:00:00.000Z,2.7,31.6,7.57,5.29,12.13,7.145,421
2020-10-23T00:00:00.000Z,2.25,22.98,6.43,4.45,9,3.356,403
2020-10-24T00:00:00.000Z,2.1,31.63,5.65,4.07,8.57,4.6,414
2020-10-25T00:00:00.000Z,1.88,27.7,4.53,3.6,9.88,4.984,464
2020-10-26T00:00:00.000Z,1.35,11.18,3.6,2.2,4.78,1.883,468
2020-10-27T00:00:00.000Z,1.8,13.3,3.55,2.8,5.88,2.133,437
2020-10-28T00:00:00.000Z,1.17,12.75,4.13,2.72,5.03,1.867,463
2020-10-29T00:00:00.000Z,1.6,18.85,6.14,4.84,10.25,4.194,462
2020-10-30T00:00:00.000Z,2.1,45.92,7.65,5.32,11.27,5.672,475
2020-10-31T00:00:00.000Z,1.83,19.82,9.73,5.18,13.28,4.442,481
2020-11-01T00:00:00.000Z,6.5,33.5,14.6,10.67,18.64,6.463,480
2020-11-02T00:00:00.000Z,3.42,30.77,20.29,10,25.1,8.329,442
2020-11-03T00:00:00.000Z,5.03,37.42,14.99,11.4,19.77,7.892,454
2020-11-04T00:00:00.000Z,7,29.3,18.45,15.45,22.52,4.82,346
2020-11-05T00:00:00.000Z,7.9,21.4,13.26,11.07,15.23,3.064,290
2020-11-06T00:00:00.000Z,3.85,22.9,7.32,6.03,12.87,4.603,317
2020-11-07T00:00:00.000Z,8.43,44.13,11.63,10.1,16.89,9.871,391
2020-11-08T00:00:00.000Z,5.85,32.47,18,15.29,22.13,6.15,353
2020-11-09T00:00:00.000Z,5.22,33.5,16.8,13.44,21.58,6.709,281
2020-11-10T00:00:00.000Z,6.65,35.28,17.23,13.98,22.53,6.738,328
2020-11-11T00:00:00.000Z,6.85,35.04,16.92,13.27,22.4,6.764,346
2020-11-12T00:00:00.000Z,5.88,41.6,22.5,15.48,30.45,9.25,282
2020-11-13T00:00:00.000Z,4.59,27.17,16.88,13.07,21.08,5.363,311
2020-11-14T00:00:00.000Z,4.18,29.92,19.38,10.09,22.87,7.336,337
2020-11-15T00:00:00.000Z,5.47,47.9,11.44,9.36,18.25,8.087,292
2020-11-16T00:00:00.000Z,1.45,20.45,10.9,9.55,12.55,3.621,278
2020-11-17T00:00:00.000Z,0.65,13.05,1.7,1.19,2.35,1.026,308
2020-11-18T00:00:00.000Z,1.6,29.63,3,2.47,5.5,7.672,371
2020-11-19T00:00:00.000Z,2.78,26.25,11.5,8.8,14.48,5.307,366
2020-11-20T00:00:00.000Z,0.3,24.97,3.25,1.13,6.49,7.251,364
2020-11-21T00:00:00.000Z,0.1,3.8,1.7,1.14,2.22,0.86,314
2020-11-22T00:00:00.000Z,1.38,13.15,3.05,2,7.28,3.011,306
2020-11-23T00:00:00.000Z,4.05,43.53,7.78,6.93,13.1,7.738,277
2020-11-24T00:00:00.000Z,11.15,40.2,16.3,13.18,21.93,7.322,285
2020-11-25T00:00:00.000Z,7.05,53.58,18.86,16.05,27.77,11.22,298
2020-11-26T00:00:00.000Z,7.05,43.95,21,14.22,24.57,7.49,284
2020-11-27T00:00:00.000Z,8.35,42.55,23.67,19.32,26.73,8.172,279
2020-11-28T00:00:00.000Z,6.07,33.88,12.27,8.68,24.95,7.832,283
2020-11-29T00:00:00.000Z,3.8,50.3,12.19,8.53,14.74,6.215,284
2020-11-30T00:00:00.000Z,3.9,18.17,5.85,5.03,10.88,3.632,257
2020-12-01T00:00:00.000Z,3.05,18.77,9.85,6.95,11.5,3.571,234
2020-12-02T00:00:00.000Z,1.25,15.68,3.1,2.63,3.89,1.806,229
2020-12-03T00:00:00.000Z,1.35,28.75,8.68,4.07,11.73,7.004,229
2020-12-04T00:00:00.000Z,1.88,24.55,4.65,3.09,11.12,5.68,265
2020-12-05T00:00:00.000Z,2.17,6.35,3.17,2.83,3.6,0.659,251
2020-12-06T00:00:00.000Z,0.65,23.5,2.29,1.35,4.69,5.626,348
2020-12-07T00:00:00.000Z,0.9,12.23,3.45,2.35,5.3,2.368,292
2020-12-08T00:00:00.000Z,1.1,27.23,3.38,2.29,5.46,2.79,285
2020-12-09T00:00:00.000Z,0.8,7.28,2.9,1.7,4.51,1.64,256
2020-12-10T00:00:00.000Z,1.5,18.25,3.46,2.67,5.38,2.509,266
2020-12-11T00:00:00.000Z,1.6,17.48,8.75,6.22,11.05,3.688,315
2020-12-12T00:00:00.000Z,3.9,23.9,13.68,9.69,15.52,3.626,318
2020-12-13T00:00:00.000Z,2.2,20.55,8.9,4.38,12.77,4.211,299
2020-12-14T00:00:00.000Z,1.95,21.1,9.1,6.6,11.88,4.554,284
2020-12-15T00:00:00.000Z,6.6,48.22,12.6,9.69,23.67,11.029,306
2020-12-16T00:00:00.000Z,6.97,35.4,14.52,11,26.7,8.279,311
2020-12-17T00:00:00.000Z,9.75,32.42,14.2,12.14,23.32,6.247,280
2020-12-18T00:00:00.000Z,11.48,33.15,20.48,17.5,22.39,4.608,305
2020-12-19T00:00:00.000Z,10.95,47.97,20.07,17.14,24.42,7.347,285
2020-12-20T00:00:00.000Z,9.48,41.53,22.63,18.09,29.1,8.368,305
2020-12-21T00:00:00.000Z,9.85,43.08,26.41,19.62,28.98,7.363,296
2020-12-22T00:00:00.000Z,9.69,54.63,25.88,23.52,30.42,7.926,285
